#,Unnamed: 1,Zip Code,P. Type,Stat,Address,Current Price,BldgDes,Sub,Approx Liv Area,Beds Total,Baths Total,Garage,Pv Pool,Spa,Year Built,Actual Close Date,DOM,price_clean,sqft
1,2704358,89139,RES,S,7557 Slipstream ST,"$445,000 ",2STORY,SFR,"1,972",3,3,2,N,N,2004,10/14/2025,54,445000.0,1972.0
1,2699854,89048,RES,S,2200 Zephyr,"$445,000 ",1STORY,SFR,"1,710",3,2,3,N,N,2025,1/2/2026,64,445000.0,1710.0
1,2695889,89166,RES,S,10357 Toasted Acorn DR,"$445,000 ",2STORY,SFR,"1,722",3,3,2,N,N,2021,11/3/2025,92,445000.0,1722.0
1,2692767,89179,RES,S,7160 Mineral Park AVE,"$445,000 ",2STORY,SFR,"1,831",3,3,2,N,N,2007,10/22/2025,95,445000.0,1831.0
1,2690100,89178,RES,S,9934 Iron Creek AVE,"$445,000 ",2STORY,SFR,"1,625",3,3,2,N,N,2023,12/31/2025,188,445000.0,1625.0
1,2688656,89156,RES,S,6787 Magnolia River AVE,"$445,000 ",2STORY,SFR,"1,762",3,3,2,N,N,2025,12/19/2025,45,445000.0,1762.0
1,2681991,89005,RES,S,100 Walker WAY,"$445,000 ",1STORY,SFR,"1,311",3,2,2,N,N,1978,11/26/2025,169,445000.0,1311.0
1,2681850,89032,RES,S,3440 Ernest ST,"$445,000 ",1STORY,SFR,"1,914",3,2,2,N,N,2022,11/7/2025,110,445000.0,1914.0
1,2716327,89011,RES,S,256 Kobuk AVE,"$444,990 ",2STORY,SFR,"1,859",3,3,2,N,N,2025,11/24/2025,71,444990.0,1859.0
1,2671964,89031,RES,S,5128 Eagle WAY,"$444,990 ",2STORY,SFR,"1,792",3,3,2,N,N,2025,11/20/2025,214,444990.0,1792.0
1,2704866,89031,RES,S,4558 Kali Lyn ST,"$444,900 ",2STORY,SFR,"1,592",3,3,2,N,N,2022,12/26/2025,117,444900.0,1592.0
1,2708709,89084,RES,S,7870 Widewing DR,"$444,353 ",1STORY,SFR,"1,570",3,3,2,N,N,2005,12/8/2025,65,444353.0,1570.0
1,2723019,89012,RES,S,208 Sandpiper Village WAY,"$443,500 ",1STORY,SFR,"1,414",3,2,2,N,N,1996,11/7/2025,15,443500.0,1414.0
1,2711086,89130,RES,S,5912 Grand Heritage ST,"$443,500 ",1STORY,SFR,"1,998",3,2,2,N,N,1999,11/10/2025,78,443500.0,1998.0
1,2705145,89107,RES,S,408 Greenfield LN,"$443,000 ",1STORY,SFR,"1,769",3,2,0,Y,N,1974,12/23/2025,118,443000.0,1769.0
1,2661308,89048,RES,S,2300 South WASHOE AVE,"$443,000 ",1STORY,SFR,"1,672",3,2,4,Y,N,2008,11/7/2025,212,443000.0,1672.0
1,2726397,89179,RES,S,7397 Cobbhan DR,"$442,500 ",2STORY,SFR,"1,920",3,3,2,N,N,2012,12/3/2025,44,442500.0,1920.0
1,2721518,89130,RES,S,6129 Desert Haven RD,"$442,490 ",1STORY,SFR,"1,378",3,2,2,Y,N,1995,10/10/2025,7,442490.0,1378.0
1,2737207,89131,RES,S,8243 Nebula Cloud AVE,"$442,000 ",2STORY,SFR,"1,946",3,3,2,N,N,2017,12/22/2025,12,442000.0,1946.0
1,2730172,89130,RES,S,5004 Deep Forest DR,"$442,000 ",2STORY,SFR,"1,880",3,2,2,N,N,1988,12/12/2025,12,442000.0,1880.0
1,2714688,89130,RES,S,6505 Quantum LN,"$442,000 ",1STORY,SFR,"1,604",3,2,2,N,N,1993,12/31/2025,73,442000.0,1604.0
1,2733770,89107,RES,S,317 Wild Plum LN,"$440,000 ",1STORY,SFR,"2,286",3,2,2,N,N,1988,12/8/2025,5,440000.0,2286.0
1,2733036,89113,RES,S,8066 Sunset Creek ST,"$440,000 ",1STORY,SFR,"1,535",3,2,2,N,N,2006,12/30/2025,17,440000.0,1535.0
1,2732947,89002,RES,S,133 Park Ridge LN,"$440,000 ",1STORY,SFR,"1,668",3,2,2,N,N,1994,12/19/2025,16,440000.0,1668.0
1,2732781,89148,RES,S,9062 Toast AVE,"$440,000 ",2STORY,SFR,"1,943",3,3,2,N,N,2005,1/2/2026,32,440000.0,1943.0
1,2731418,89166,RES,S,8122 Switchback Run ST,"$440,000 ",2STORY,SFR,"1,596",3,3,2,N,N,2019,12/18/2025,15,440000.0,1596.0
1,2729723,89117,RES,S,9544 Lazy River DR,"$440,000 ",2STORY,SFR,"1,701",3,3,2,N,N,1989,12/23/2025,30,440000.0,1701.0
1,2726528,89179,RES,S,10727 Centerville Bay CT,"$440,000 ",2STORY,SFR,"1,700",3,3,2,N,N,2015,1/6/2026,50,440000.0,1700.0
1,2725156,89074,RES,S,21 Megan DR,"$440,000 ",2STORY,SFR,"2,113",3,3,2,Y,Y,1988,12/5/2025,24,440000.0,2113.0
1,2723871,89074,RES,S,211 Odyssey ST,"$440,000 ",1STORY,SFR,"1,703",3,2,3,N,N,1995,10/24/2025,0,440000.0,1703.0
1,2722047,89130,RES,S,6225 Minerva DR,"$440,000 ",1STORY,SFR,"1,573",3,2,2,Y,Y,1986,12/22/2025,31,440000.0,1573.0
1,2721380,89179,RES,S,7409 Painted Mural AVE,"$440,000 ",1STORY,SFR,"1,615",3,2,2,N,N,2006,12/8/2025,34,440000.0,1615.0
1,2720807,89117,RES,S,2978 Jacaranda DR,"$440,000 ",2STORY,SFR,"1,989",3,3,2,N,N,2001,11/17/2025,43,440000.0,1989.0
1,2717548,89121,RES,S,4428 Los Reyes CT,"$440,000 ","1STORY,2STORY",SFR,"2,180",3,3,2,N,N,1990,11/17/2025,17,440000.0,2180.0
1,2716859,89031,RES,S,6032 Glitter Gold CT,"$440,000 ",1STORY,SFR,"1,605",3,2,2,Y,N,2004,11/6/2025,7,440000.0,1605.0
1,2716124,89149,RES,S,5712 SAVANT CT,"$440,000 ",1STORY,SFR,"1,501",3,2,2,N,N,1996,12/19/2025,74,440000.0,1501.0
1,2715598,89002,RES,S,767 Wigan Pier DR,"$440,000 ",1STORY,SFR,"1,544",3,2,2,N,N,2003,10/20/2025,14,440000.0,1544.0
1,2715591,89178,RES,S,9224 South Park ST,"$440,000 ",2STORY,SFR,"1,736",3,3,2,N,N,2019,10/15/2025,13,440000.0,1736.0
1,2715298,89183,RES,S,81 Einstein Ridge WAY,"$440,000 ",1STORY,SFR,"1,427",3,2,2,N,N,2016,12/4/2025,90,440000.0,1427.0
1,2714926,89052,RES,S,2130 Sunset Vista AVE,"$440,000 ",1STORY,SFR,"1,442",3,2,2,N,Y,1996,11/20/2025,20,440000.0,1442.0
1,2713430,89130,RES,S,5917 Kane Holly ST,"$440,000 ",1STORY,SFR,"1,996",3,2,2,N,N,1998,11/12/2025,54,440000.0,1996.0
1,2713115,89129,RES,S,10537 Hamdem AVE,"$440,000 ",2STORY,SFR,"2,195",3,3,2,N,N,2013,11/3/2025,19,440000.0,2195.0
1,2712987,89113,RES,S,8197 Dusky Shadows ST,"$440,000 ",2STORY,SFR,"1,526",3,3,2,N,N,2009,11/7/2025,47,440000.0,1526.0
1,2711379,89012,RES,S,1498 Rancho Navarro ST,"$440,000 ",1STORY,SFR,"1,725",3,2,2,N,N,1998,10/30/2025,13,440000.0,1725.0
1,2708450,89084,RES,S,1042 Smiths Island AVE,"$440,000 ",2STORY,SFR,"1,470",3,3,2,N,N,2025,10/31/2025,44,440000.0,1470.0
1,2708284,89179,RES,S,7562 Morisset AVE,"$440,000 ",2STORY,SFR,"1,835",3,3,2,N,N,2007,11/20/2025,66,440000.0,1835.0
1,2707665,89108,RES,S,6100 West Brooks AVE,"$440,000 ",1STORY,SFR,"1,768",3,2,3,N,N,1988,1/6/2026,37,440000.0,1768.0
1,2706522,89084,RES,S,356 Elks Peak AVE,"$440,000 ",2STORY,SFR,"2,047",3,3,2,N,N,2021,12/3/2025,37,440000.0,2047.0
1,2705299,89149,RES,S,9327 Oxbow Lake AVE,"$440,000 ",1STORY,SFR,"1,752",3,2,2,N,N,2006,11/14/2025,49,440000.0,1752.0
1,2704954,89139,RES,S,7826 Harp Tree ST,"$440,000 ",2STORY,SFR,"1,805",3,3,2,N,N,2004,10/22/2025,52,440000.0,1805.0
1,2700193,89048,RES,S,421 Domingo ST,"$440,000 ",1STORY,SFR,"1,777",3,2,4,N,Y,2007,12/8/2025,117,440000.0,1777.0
1,2671175,89166,RES,S,10663 Sariah Skye AVE,"$440,000 ",2STORY,SFR,"2,140",3,3,2,N,N,2020,10/16/2025,90,440000.0,2140.0
1,2654712,89178,RES,S,6863 Tidal Creek AVE,"$440,000 ",2STORY,SFR,"1,949",3,3,2,N,N,2016,11/26/2025,233,440000.0,1949.0
1,2730263,89122,RES,S,6290 Rock Dove AVE,"$439,998 ",1STORY,SFR,"2,240",3,3,2,N,N,2005,12/10/2025,31,439998.0,2240.0
1,2739828,89002,RES,S,118 Mint Orchard DR,"$439,000 ",1STORY,SFR,"1,668",3,2,2,N,N,1995,12/29/2025,8,439000.0,1668.0
1,2728241,89117,RES,S,3204 Malibu Vista ST,"$439,000 ",1STORY,SFR,"1,558",3,2,2,N,N,1987,12/18/2025,32,439000.0,1558.0
1,2724281,89149,RES,S,9230 Horseshoe Basin AVE,"$439,000 ",1STORY,SFR,"1,592",3,2,2,N,N,2005,12/23/2025,58,439000.0,1592.0
1,2720473,89130,RES,S,4800 Baffin CT,"$439,000 ",1STORY,SFR,"1,972",3,2,3,Y,N,1994,12/11/2025,47,439000.0,1972.0
1,2717382,89108,RES,S,6513 Orchid Hill CIR,"$439,000 ",2STORY,SFR,"1,584",3,3,2,Y,Y,1990,10/10/2025,13,439000.0,1584.0
1,2740024,89166,RES,S,10641 Jamestown Square AVE,"$438,000 ",2STORY,SFR,"1,844",3,4,2,N,N,2012,1/6/2026,7,438000.0,1844.0
1,2728883,89145,RES,S,113 Thunder ST,"$438,000 ",1STORY,SFR,"1,620",3,2,2,N,N,1976,12/23/2025,6,438000.0,1620.0
1,2710137,89117,RES,S,9857 Pioneer AVE,"$438,000 ",1STORY,SFR,"1,582",3,2,2,N,Y,1995,12/13/2025,67,438000.0,1582.0
1,2721528,89166,RES,S,9002 Rimerton ST,"$437,540 ",2STORY,SFR,"1,602",3,3,2,N,N,2025,11/25/2025,19,437540.0,1602.0
1,2732442,89166,RES,S,10819 Mason Hill AVE,"$437,000 ",2STORY,SFR,"1,641",3,3,2,N,N,2010,12/12/2025,9,437000.0,1641.0
1,2724450,89031,RES,S,4720 Painted Hills ST,"$437,000 ",1STORY,SFR,"1,822",3,2,2,Y,N,2004,11/12/2025,7,437000.0,1822.0
1,2714743,89128,RES,S,8216 Dolphin Bay CT,"$437,000 ",1STORY,SFR,"1,663",3,2,2,N,N,1989,12/12/2025,80,437000.0,1663.0
1,2717539,89130,RES,S,6405 Break Point AVE,"$436,000 ",1STORY,SFR,"1,888",3,2,2,N,Y,1996,10/10/2025,16,436000.0,1888.0
1,2740102,89084,RES,S,4215 Callisto AVE,"$435,990 ",1STORY,SFR,"1,602",3,2,2,N,N,2019,1/5/2026,6,435990.0,1602.0
1,2738906,89166,RES,S,7342 Brisbane Hills ST,"$435,000 ",2STORY,SFR,"1,844",3,4,2,N,N,2012,1/2/2026,9,435000.0,1844.0
1,2733791,89139,RES,S,7999 Hilltop Windmill ST,"$435,000 ",2STORY,SFR,"1,891",3,3,2,N,N,2004,12/22/2025,10,435000.0,1891.0
1,2729689,89123,RES,S,9476 Lake Creek ST,"$435,000 ",1STORY,SFR,"1,334",3,2,2,N,N,1996,12/12/2025,27,435000.0,1334.0
1,2729399,89117,RES,S,3456 Meridale DR,"$435,000 ",2STORY,SFR,"2,316",3,3,3,N,N,1997,12/2/2025,4,435000.0,2316.0
1,2728720,89110,RES,S,4998 Sandra RD,"$435,000 ",1STORY,SFR,"1,799",3,2,0,N,N,1964,11/7/2025,8,435000.0,1799.0
1,2728319,89002,RES,S,854 Coral Cottage DR,"$435,000 ",1STORY,SFR,"1,668",3,2,2,N,N,1995,12/23/2025,32,435000.0,1668.0
1,2727989,89178,RES,S,9237 Blue Agate ST,"$435,000 ",2STORY,SFR,"1,735",3,3,2,N,N,2016,12/18/2025,49,435000.0,1735.0
1,2724751,89143,RES,S,9607 Peggy Publow AVE,"$435,000 ",1STORY,SFR,"1,248",3,2,1,N,N,2023,11/21/2025,18,435000.0,1248.0
1,2722379,89178,RES,S,9273 Blue Agate ST,"$435,000 ",2STORY,SFR,"1,735",3,3,2,N,N,2016,11/21/2025,25,435000.0,1735.0
1,2721877,89052,RES,S,2310 Cut Bank TRL,"$435,000 ",1STORY,SFR,"1,482",3,2,2,N,N,2001,12/4/2025,34,435000.0,1482.0
1,2721170,89142,RES,S,2836 Amphion CT,"$435,000 ",2STORY,SFR,"2,053",3,3,2,N,N,2021,11/26/2025,43,435000.0,2053.0
1,2720939,89145,RES,S,7212 Raincloud DR,"$435,000 ",1STORY,SFR,"1,620",3,2,2,Y,Y,1978,11/3/2025,9,435000.0,1620.0
1,2720804,89027,RES,S,600 Palos Verdes DR,"$435,000 ",1STORY,SFR,"1,997",3,3,2,N,Y,1995,11/5/2025,18,435000.0,1997.0
1,2720511,89130,RES,S,5229 Shady Grove LN,"$435,000 ",2STORY,SFR,"1,731",3,3,2,N,N,1988,11/4/2025,18,435000.0,1731.0
1,2720464,89034,RES,S,1551 Watchmans PT,"$435,000 ",1STORY,SFR,"1,571",3,3,2,N,N,2013,11/25/2025,39,435000.0,1571.0
1,2720378,89044,RES,S,2536 Binary Stars ST,"$435,000 ",1STORY,SFR,"1,425",3,2,2,N,N,2007,11/14/2025,33,435000.0,1425.0
1,2718530,89149,RES,S,8926 Mossy Hollow AVE,"$435,000 ",2STORY,SFR,"2,231",3,3,2,N,N,2005,10/22/2025,14,435000.0,2231.0
1,2715849,89179,RES,S,10739 Centerville Bay CT,"$435,000 ",2STORY,SFR,"1,700",3,3,2,N,N,2016,10/24/2025,29,435000.0,1700.0
1,2715762,89123,RES,S,1123 Aldenwood AVE,"$435,000 ",2STORY,SFR,"1,764",3,3,2,N,N,2005,11/25/2025,47,435000.0,1764.0
1,2715702,89123,RES,S,8305 Gresham DR,"$435,000 ",1STORY,SFR,"1,304",3,2,2,N,N,1987,10/9/2025,10,435000.0,1304.0
501,2713310,89147,RES,S,10188 Campo Tizzoro AVE,"$435,000 ",2STORY,SFR,"1,636",3,3,2,N,N,2012,10/24/2025,21,435000.0,1636.0
501,2708171,89117,RES,S,7137 Flowering Rose AVE,"$435,000 ",1STORY,SFR,"1,666",3,2,2,N,N,2015,10/21/2025,42,435000.0,1666.0
501,2706738,89143,RES,S,9029 Tumblewood AVE,"$435,000 ",2STORY,SFR,"2,091",3,3,3,N,N,2000,10/24/2025,49,435000.0,2091.0
501,2702040,89074,RES,S,1146 Light Sky AVE,"$435,000 ",1STORY,SFR,"1,800",3,2,3,N,N,1998,10/22/2025,62,435000.0,1800.0
501,2701683,89130,RES,S,4933 Fiesta Lakes ST,"$435,000 ",2STORY,SFR,"1,853",3,3,2,N,N,1989,12/11/2025,118,435000.0,1853.0
501,2696656,89156,RES,S,7253 Alsop CT,"$435,000 ",2STORY,SFR,"1,741",3,3,2,N,N,1991,11/14/2025,95,435000.0,1741.0
501,2696469,89085,RES,S,8021 Glacier Falls ST,"$435,000 ",1STORY,SFR,"1,768",3,2,2,N,N,2007,12/23/2025,146,435000.0,1768.0
501,2691615,89011,RES,S,1165 Cactus Rock ST,"$435,000 ",2STORY,SFR,"1,976",3,3,2,N,N,2009,12/4/2025,161,435000.0,1976.0
501,2691452,89044,RES,S,3175 Obscured Light WALK,"$435,000 ",2STORY,SFR,"1,513",3,3,2,N,N,2009,10/14/2025,64,435000.0,1513.0
501,2682524,89142,RES,S,2767 Lindsey Springs ST,"$435,000 ",2STORY,SFR,"2,053",3,3,2,N,N,2021,12/30/2025,202,435000.0,2053.0
501,2680622,89034,RES,S,1561 Campfire LN,"$435,000 ",1STORY,SFR,"1,867",3,2,2,N,N,2011,10/9/2025,121,435000.0,1867.0
501,2677809,89131,RES,S,7909 Sierra Rim DR,"$435,000 ",1STORY,SFR,"1,583",3,2,2,N,N,1998,10/17/2025,38,435000.0,1583.0
501,2677481,89084,RES,S,1634 Deep Valley AVE,"$435,000 ",1STORY,SFR,"1,585",3,2,2,N,N,2019,12/8/2025,97,435000.0,1585.0
501,2724307,89032,RES,S,4425 Pioche AVE,"$434,900 ",1STORY,SFR,"1,427",3,2,2,N,N,2025,12/19/2025,14,434900.0,1427.0
501,2704632,89113,RES,S,7719 Mocorito AVE,"$434,500 ",2STORY,SFR,"1,780",3,3,2,N,N,2004,12/5/2025,99,434500.0,1780.0
501,2718646,89015,RES,S,1125 Gallant Fox AVE,"$434,000 ",1STORY,SFR,"1,519",3,2,2,N,N,1997,12/5/2025,42,434000.0,1519.0
501,2712411,89141,RES,S,11218 Dolcetto DR,"$434,000 ",2STORY,SFR,"1,780",3,3,2,N,N,2003,12/5/2025,80,434000.0,1780.0
501,2681370,89179,RES,S,7715 Peaceful Trellis DR,"$434,000 ",2STORY,SFR,"1,685",3,3,2,N,N,2013,10/21/2025,94,434000.0,1685.0
501,2715137,89110,RES,S,6235 Sapporo CIR,"$433,000 ",1STORY,SFR,"1,565",3,2,2,N,N,1996,10/29/2025,24,433000.0,1565.0
501,2698017,89134,RES,S,9409 Hershey LN,"$433,000 ",2STORY,SFR,"1,545",3,3,2,N,N,1991,12/22/2025,143,433000.0,1545.0
501,2685861,89139,RES,S,8252 Pearl Oasis CT,"$433,000 ",2STORY,SFR,"1,670",3,3,2,N,N,2010,12/31/2025,202,433000.0,1670.0
501,2720577,89032,RES,S,3225 Lahontan ST,"$432,900 ",1STORY,SFR,"1,427",3,2,2,N,N,2025,12/16/2025,13,432900.0,1427.0
501,2720549,89032,RES,S,3220 Lahontan ST,"$432,900 ",1STORY,SFR,"1,427",3,2,2,N,N,2025,10/22/2025,5,432900.0,1427.0
501,2696386,89032,RES,S,4433 Pioche AVE,"$432,900 ",1STORY,SFR,"1,427",3,2,2,N,N,2025,12/16/2025,133,432900.0,1427.0
501,2719718,89148,RES,S,9186 Berstler AVE,"$432,500 ",1STORY,SFR,"1,288",3,2,2,N,N,2004,12/22/2025,57,432500.0,1288.0
501,2701685,89139,RES,S,7689 Black River ST,"$432,500 ",2STORY,SFR,"1,655",3,3,2,N,N,2012,11/20/2025,100,432500.0,1655.0
501,2725742,89131,RES,S,4904 Apache Valley AVE,"$432,000 ",1STORY,SFR,"1,798",3,2,2,Y,N,2003,12/22/2025,36,432000.0,1798.0
501,2721476,89084,RES,S,4337 Stardusk Falls AVE,"$432,000 ",2STORY,SFR,"1,781",3,3,2,N,N,2019,10/23/2025,16,432000.0,1781.0
501,2716399,89149,RES,S,6650 Breakwater Reef ST,"$432,000 ",2STORY,SFR,"1,731",3,3,2,N,N,2017,11/19/2025,17,432000.0,1731.0
501,2699148,89108,RES,S,3425 Irv Marcus DR,"$432,000 ",1STORY,SFR,"1,413",3,2,2,Y,N,1980,10/20/2025,57,432000.0,1413.0
501,2689049,89032,RES,S,3820 Alpine Track AVE,"$432,000 ",2STORY,SFR,"2,480",3,3,2,N,N,2008,11/12/2025,134,432000.0,2480.0
501,2715960,89002,RES,S,419 Chateau DR,"$431,000 ",1STORY,SFR,"1,388",3,2,2,Y,Y,1972,10/24/2025,19,431000.0,1388.0
501,2710916,89011,RES,S,350 Brighton Bluffs PL,"$430,830 ",2STORY,SFR,"1,569",3,3,2,N,N,2024,10/30/2025,54,430830.0,1569.0
501,2722035,89183,RES,S,10802 Serendipity CT,"$430,500 ",1STORY,SFR,"1,741",3,2,2,N,N,2003,12/18/2025,4,430500.0,1741.0
501,2733844,89122,RES,S,4602 Califa DR,"$430,000 ",1STORY,SFR,"1,668",3,2,2,Y,Y,1999,12/17/2025,7,430000.0,1668.0
501,2733544,89117,RES,S,9900 Meandering Creek CT,"$430,000 ",2STORY,SFR,"1,567",3,3,2,N,N,1988,12/2/2025,6,430000.0,1567.0
501,2733188,89103,RES,S,3811 El Camino RD,"$430,000 ",1STORY,SFR,"1,634",3,2,1,N,N,1977,12/17/2025,5,430000.0,1634.0
501,2731460,89052,RES,S,2177 Hidden Ranch TER,"$430,000 ",1STORY,SFR,"1,188",3,2,2,N,N,1999,12/16/2025,26,430000.0,1188.0
501,2730933,89015,RES,S,233 Mariposa WAY,"$430,000 ",1STORY,SFR,"1,379",3,2,2,Y,Y,1993,12/8/2025,16,430000.0,1379.0
501,2730450,89052,RES,S,3737 Via Gaetano,"$430,000 ",2STORY,SFR,"1,844",3,3,2,N,N,2010,12/9/2025,31,430000.0,1844.0
501,2730185,89141,RES,S,10942 Civiletti ST,"$430,000 ",1STORY,SFR,"1,301",3,2,2,N,N,2002,12/5/2025,6,430000.0,1301.0
501,2728441,89015,RES,S,420 Hidden Brook CT,"$430,000 ",1STORY,SFR,"1,521",3,2,2,N,N,1998,12/1/2025,10,430000.0,1521.0
501,2728302,89113,RES,S,9074 Lennon LN,"$430,000 ",2STORY,SFR,"1,558",3,3,2,N,N,2023,12/10/2025,10,430000.0,1558.0
501,2727658,89052,RES,S,2402 Predera AVE,"$430,000 ",1STORY,SFR,"1,400",3,2,2,N,N,2000,10/30/2025,1,430000.0,1400.0
501,2726278,89178,RES,S,10330 Eve Springs ST,"$430,000 ",2STORY,SFR,"1,686",3,3,2,N,N,2006,12/4/2025,27,430000.0,1686.0
501,2725406,89123,RES,S,9440 Supernova CT,"$430,000 ",1STORY,SFR,"1,443",3,2,3,N,N,1999,12/10/2025,16,430000.0,1443.0
501,2725064,89117,RES,S,8239 Shell Beach CT,"$430,000 ",1STORY,SFR,"1,775",3,2,2,N,N,2000,12/12/2025,42,430000.0,1775.0
501,2724744,89178,RES,S,8968 Horizon Hyatt AVE,"$430,000 ",2STORY,SFR,"2,158",3,3,2,N,N,2013,12/18/2025,49,430000.0,2158.0
501,2724428,89178,RES,S,722 Chepstow AVE,"$430,000 ",2STORY,SFR,"2,034",3,3,2,N,N,2007,12/2/2025,33,430000.0,2034.0
501,2724205,89141,RES,S,10667 Casa Bianca ST,"$430,000 ",1STORY,SFR,"1,546",3,2,2,N,N,2002,11/10/2025,10,430000.0,1546.0
501,2724173,89081,RES,S,3112 Blush Noisette AVE,"$430,000 ",1STORY,SFR,"1,650",3,2,3,N,N,2007,11/21/2025,3,430000.0,1650.0
501,2722362,89128,RES,S,1221 Lucia DR,"$430,000 ",2STORY,SFR,"1,629",3,3,3,N,N,1992,12/11/2025,52,430000.0,1629.0
501,2721181,89166,RES,S,10758 Fenway Park AVE,"$430,000 ",3STORY,SFR,"2,020",3,4,2,N,N,2015,1/5/2026,54,430000.0,2020.0
501,2720556,89128,RES,S,7816 Calico Flower AVE,"$430,000 ",2STORY,SFR,"1,742",3,3,2,N,N,1994,11/24/2025,42,430000.0,1742.0
501,2719013,89139,RES,S,5892 Lazy Creek AVE,"$430,000 ",2STORY,SFR,"1,599",3,3,2,N,N,2011,11/26/2025,38,430000.0,1599.0
501,2717513,89128,RES,S,7532 Holloran CT,"$430,000 ",2STORY,SFR,"1,954",3,3,2,N,N,1990,10/10/2025,5,430000.0,1954.0
501,2716508,89129,RES,S,8717 Blazing Saddle AVE,"$430,000 ",2STORY,SFR,"1,770",3,3,2,N,N,1996,12/26/2025,76,430000.0,1770.0
501,2716009,89015,RES,S,991 Hidden Meadow AVE,"$430,000 ",1STORY,SFR,"1,547",3,2,2,N,N,1998,10/23/2025,19,430000.0,1547.0
501,2714564,89048,RES,S,581 East Jaybird ST,"$430,000 ",1STORY,SFR,"1,826",3,2,3,Y,Y,2019,12/24/2025,95,430000.0,1826.0
501,2713159,89131,RES,S,7222 Platinum Creek ST,"$430,000 ",1STORY,SFR,"1,687",3,2,2,N,N,2002,10/15/2025,13,430000.0,1687.0
501,2712742,89147,RES,S,4829 Farlington DR,"$430,000 ",2STORY,SFR,"1,558",3,2,2,N,N,1987,12/19/2025,87,430000.0,1558.0
501,2712733,89148,RES,S,7011 Azure Beach ST,"$430,000 ",2STORY,SFR,"1,770",3,3,2,N,N,2002,10/17/2025,23,430000.0,1770.0
501,2712185,89122,RES,S,5969 Swan Point PL,"$430,000 ",1STORY,SFR,"2,018",3,2,2,N,N,2001,11/12/2025,41,430000.0,2018.0
501,2710969,89179,RES,S,7596 Eastham Bay AVE,"$430,000 ",2STORY,SFR,"1,734",3,3,2,N,N,2016,11/21/2025,65,430000.0,1734.0
501,2710853,89142,RES,S,6587 Candy Apple CIR,"$430,000 ",2STORY,SFR,"2,437",3,3,3,N,N,1998,11/6/2025,57,430000.0,2437.0
501,2709705,89081,RES,S,1817 Cosmo Star AVE,"$430,000 ",2STORY,SFR,"1,926",3,3,2,N,N,2020,12/2/2025,84,430000.0,1926.0
501,2708726,89178,RES,S,8050 Allensford AVE,"$430,000 ",2STORY,SFR,"1,569",3,3,2,N,N,2010,12/24/2025,75,430000.0,1569.0
501,2708364,89179,RES,S,10751 Centerville Bay CT,"$430,000 ",2STORY,SFR,"1,734",3,3,2,N,N,2015,10/10/2025,36,430000.0,1734.0
501,2708067,89074,RES,S,2494 Via Di Autostrada,"$430,000 ",2STORY,SFR,"1,493",3,3,2,N,N,1995,10/30/2025,54,430000.0,1493.0
501,2703451,89129,RES,S,10528 Tugaloo AVE,"$430,000 ",2STORY,SFR,"1,812",3,3,2,N,N,2007,10/21/2025,59,430000.0,1812.0
501,2702200,89113,RES,S,7025 Point Cabrillo CT,"$430,000 ",1STORY,SFR,"1,468",3,2,2,N,N,2004,10/29/2025,68,430000.0,1468.0
501,2701410,89015,RES,S,990 Ridge Path AVE,"$430,000 ",1STORY,SFR,"1,377",3,2,2,N,Y,1998,10/10/2025,55,430000.0,1377.0
501,2700791,89148,RES,S,8940 Sky Lux PL,"$430,000 ",2STORY,SFR,"1,602",3,3,2,N,N,2018,12/8/2025,116,430000.0,1602.0
501,2700303,89002,RES,S,707 Sugarcane CT,"$430,000 ",1STORY,SFR,"1,807",3,2,2,N,N,1981,12/5/2025,103,430000.0,1807.0
501,2700114,89107,RES,S,6457 Celeste AVE,"$430,000 ",2STORY,SFR,"2,202",3,3,2,N,N,1974,11/17/2025,65,430000.0,2202.0
501,2698277,89121,RES,S,2690 Diamante CIR,"$430,000 ",1STORY,SFR,"1,593",3,2,2,N,N,1978,12/2/2025,99,430000.0,1593.0
501,2684189,89032,RES,S,4417 Pioche AVE,"$430,000 ",1STORY,SFR,"1,427",3,2,2,N,N,2025,11/26/2025,141,430000.0,1427.0
501,2722403,89166,RES,S,9014 Rimerton ST,"$429,990 ",2STORY,SFR,"1,602",3,3,2,N,N,2025,12/15/2025,24,429990.0,1602.0
501,2722264,89166,RES,S,9026 Rimerton ST,"$429,990 ",2STORY,SFR,"1,602",3,3,2,N,N,2025,12/12/2025,34,429990.0,1602.0
501,2714464,89121,RES,S,4691 Woodland AVE,"$429,990 ",1STORY,SFR,"1,551",3,2,2,N,N,2025,12/30/2025,55,429990.0,1551.0
501,2711409,89027,RES,S,532 Hamilton DR,"$429,990 ",1STORY,SFR,"1,769",3,2,2,N,N,2025,11/20/2025,69,429990.0,1769.0
501,2730563,89044,RES,S,2499 Capella Star ST,"$429,950 ",1STORY,SFR,"1,768",3,2,2,N,N,2006,12/12/2025,24,429950.0,1768.0
501,2706800,89183,RES,S,9854 Canterbury Creek ST,"$429,900 ",2STORY,SFR,"1,663",3,3,2,N,N,2000,10/28/2025,21,429900.0,1663.0
501,2684186,89032,RES,S,3228 Lahontan ST,"$429,900 ",1STORY,SFR,"1,427",3,2,2,N,N,2025,10/15/2025,76,429900.0,1427.0
501,2675488,89032,RES,S,3224 Walker River ST,"$429,900 ",1STORY,SFR,"1,427",3,2,2,N,N,2025,10/24/2025,52,429900.0,1427.0
